"","Expression","gene","group"
"1196",9.59432460392485,"RBM15","tumor"
"1197",9.14210705730255,"RBM15","tumor"
"1198",11.8173834278972,"RBM15","tumor"
"1199",9.0389189892923,"RBM15","tumor"
"1200",9.68650052718322,"RBM15","tumor"
"1201",8.69348695749933,"RBM15","tumor"
"1202",9.35535109642481,"RBM15","tumor"
"1203",9.2667865406949,"RBM15","tumor"
"1204",9.38154295118458,"RBM15","tumor"
"1205",8.81698362325538,"RBM15","tumor"
"1206",9.62205181945638,"RBM15","tumor"
"1207",8.90689059560852,"RBM15","tumor"
"1208",9.34651373316563,"RBM15","tumor"
"1209",8.37068740680722,"RBM15","tumor"
"1210",9.34429590791582,"RBM15","tumor"
"1211",8.84235034341381,"RBM15","tumor"
"1212",9.43879185257826,"RBM15","tumor"
"1213",9.89935692292311,"RBM15","tumor"
"1214",9.15734693536284,"RBM15","tumor"
"1215",9.17242750864548,"RBM15","tumor"
"1216",9.42206476617281,"RBM15","tumor"
"1217",9.32418054661874,"RBM15","tumor"
"1218",9.07948478382682,"RBM15","tumor"
"1219",9.4797802640291,"RBM15","tumor"
"1220",9.82336724004623,"RBM15","tumor"
"1221",9.21431912080077,"RBM15","tumor"
"1222",8.73809225962049,"RBM15","tumor"
"1223",9.90538700501813,"RBM15","tumor"
"1224",9.16239132875691,"RBM15","tumor"
"1225",9.57931593758001,"RBM15","tumor"
"1226",9.14465824283188,"RBM15","tumor"
"1227",11.2131042196419,"RBM15","tumor"
"1228",9.15987133677839,"RBM15","tumor"
"1229",11.2491134527137,"RBM15","tumor"
"1230",9.41151098801207,"RBM15","tumor"
"1231",10.007027266894,"RBM15","tumor"
"1232",11.8344710499842,"RBM15","tumor"
"1233",8.86418614465428,"RBM15","tumor"
"1234",8.98868468677217,"RBM15","tumor"
"1235",10.0660891904578,"RBM15","tumor"
"1236",9.78790255939143,"RBM15","tumor"
"1237",8.37503943134693,"RBM15","tumor"
"1238",9.34651373316563,"RBM15","tumor"
"1239",9.82336724004623,"RBM15","tumor"
"1240",8.91288933622996,"RBM15","tumor"
"1241",10.7523806465529,"RBM15","tumor"
"1242",8.89178370321831,"RBM15","tumor"
"1243",9.45121111183233,"RBM15","tumor"
"1244",9.33985000288462,"RBM15","tumor"
"1245",9.54303182025524,"RBM15","tumor"
"1246",8.90086680798075,"RBM15","tumor"
"1247",8.64024493622235,"RBM15","tumor"
"1248",8.7279204545632,"RBM15","tumor"
"1249",9.37286506011259,"RBM15","tumor"
"1250",9.51175265376738,"RBM15","tumor"
"1251",9.43879185257826,"RBM15","tumor"
"1252",9.1006623390052,"RBM15","tumor"
"1253",8.58496250072116,"RBM15","tumor"
"1254",8.59618975614441,"RBM15","tumor"
"1255",9.71938882094208,"RBM15","tumor"
"1256",9.59618975614441,"RBM15","tumor"
"1257",9.13699111208023,"RBM15","tumor"
"1258",8.4178525148859,"RBM15","tumor"
"1259",8.70735913208088,"RBM15","tumor"
"1260",10.6393407086522,"RBM15","tumor"
"1261",9.58308276750293,"RBM15","tumor"
"1262",9.09275714091985,"RBM15","tumor"
"1263",9.37937836707126,"RBM15","tumor"
"1264",9.43671154213721,"RBM15","tumor"
"1265",12.3390148682501,"RBM15","tumor"
"1266",9.29462074889163,"RBM15","tumor"
"1267",8.93957921431469,"RBM15","tumor"
"1268",9.52160043972373,"RBM15","tumor"
"1269",8.60733031374961,"RBM15","tumor"
"1270",8.64745842645492,"RBM15","tumor"
"1271",8.58496250072116,"RBM15","tumor"
"1272",9.37286506011259,"RBM15","tumor"
"1273",8.56605403817109,"RBM15","tumor"
"1274",9.01402047031493,"RBM15","tumor"
"1275",9.33762190199251,"RBM15","tumor"
"1276",12.9233274854192,"RBM15","tumor"
"1277",9.43879185257826,"RBM15","tumor"
"1278",9.85798099512757,"RBM15","tumor"
"1279",8.82336724004623,"RBM15","tumor"
"1280",9.24317398347295,"RBM15","tumor"
"1281",8.98013957763916,"RBM15","tumor"
"1282",8.90086680798075,"RBM15","tumor"
"1283",8.29462074889163,"RBM15","tumor"
"1284",9.27379559921426,"RBM15","tumor"
"1285",9.7176764230664,"RBM15","tumor"
"1286",9.11634396123747,"RBM15","tumor"
"1287",9.73640193131829,"RBM15","tumor"
"1288",10.9971794809376,"RBM15","tumor"
"1289",10.2191685204622,"RBM15","tumor"
"1290",8.3264294871223,"RBM15","tumor"
"1291",8.59991284218713,"RBM15","tumor"
"1292",9.67065624911844,"RBM15","tumor"
"1293",8.41362792902417,"RBM15","tumor"
"1294",8.95419631038687,"RBM15","tumor"
"1295",9.58871463558226,"RBM15","tumor"
"1296",9.211888294546,"RBM15","tumor"
"1297",8.79116288855502,"RBM15","tumor"
"1298",8.86727873970966,"RBM15","tumor"
"1299",9.28540221886225,"RBM15","tumor"
"1300",9.4093909361377,"RBM15","tumor"
"1301",9.36850646150769,"RBM15","tumor"
"1302",9.12412131182919,"RBM15","tumor"
"1303",9.33762190199251,"RBM15","tumor"
"1304",9.1006623390052,"RBM15","tumor"
"1305",8.95419631038687,"RBM15","tumor"
"1306",11.8462739113499,"RBM15","tumor"
"1307",9.16992500144231,"RBM15","tumor"
"1308",8.89178370321831,"RBM15","tumor"
"1309",8.79441586635011,"RBM15","tumor"
"1310",9.66177809777199,"RBM15","tumor"
"1311",8.44294349584873,"RBM15","tumor"
"1312",9.29232163280204,"RBM15","tumor"
"1313",9.27146302790437,"RBM15","tumor"
"1314",8.74146698640115,"RBM15","tumor"
"1315",8.98868468677217,"RBM15","tumor"
"1316",9.48179943166575,"RBM15","tumor"
"1317",9.70390357344466,"RBM15","tumor"
"1318",9.403012023575,"RBM15","tumor"
"1319",9.06339508128851,"RBM15","tumor"
"1320",9.41362792902417,"RBM15","tumor"
"1321",8.90086680798075,"RBM15","tumor"
"1322",8.91886323727459,"RBM15","tumor"
"1323",9.44914864537544,"RBM15","tumor"
"1324",9.04165915163721,"RBM15","tumor"
"1325",9.33762190199251,"RBM15","tumor"
"1326",9.2336196767597,"RBM15","tumor"
"1327",8.90086680798075,"RBM15","tumor"
"1328",9.04439411935845,"RBM15","tumor"
"1329",9.29001884693262,"RBM15","tumor"
"1330",9.85953478638265,"RBM15","tumor"
"1331",9.16741814583174,"RBM15","tumor"
"1332",8.81378119121704,"RBM15","tumor"
"1333",8.87344411251538,"RBM15","tumor"
"1334",8.87344411251538,"RBM15","tumor"
"1335",8.95419631038687,"RBM15","tumor"
"1336",9.11374216604919,"RBM15","tumor"
"1337",8.48784003382305,"RBM15","tumor"
"1338",9.24317398347295,"RBM15","tumor"
"1339",9.00562454919388,"RBM15","tumor"
"1340",9.12412131182919,"RBM15","tumor"
"1341",9.71080643369935,"RBM15","tumor"
"1342",9.61838550225861,"RBM15","tumor"
"1343",8.95128471496697,"RBM15","tumor"
"1344",9.03342300153745,"RBM15","tumor"
"1345",9.63481105017172,"RBM15","tumor"
"1346",8.59991284218713,"RBM15","tumor"
"1347",9.17492568250068,"RBM15","tumor"
"1348",9.13185696060879,"RBM15","tumor"
"1349",9.5274770060604,"RBM15","tumor"
"1350",9.48381577726426,"RBM15","tumor"
"1351",9.09275714091985,"RBM15","tumor"
"1352",8.7515440590891,"RBM15","tumor"
"1353",9.64024493622235,"RBM15","tumor"
"1354",8.88264304936184,"RBM15","tumor"
"1355",9.46964181723952,"RBM15","tumor"
"1356",8.93073733756289,"RBM15","tumor"
"1357",9.4858293087019,"RBM15","tumor"
"1358",9.28540221886225,"RBM15","tumor"
"1359",9.13185696060879,"RBM15","tumor"
"1360",8.88874324889826,"RBM15","tumor"
"1361",8.87958324961278,"RBM15","tumor"
"1362",8.75488750216347,"RBM15","tumor"
"1363",8.9915218460757,"RBM15","tumor"
"1364",9.78626962764847,"RBM15","tumor"
"1365",8.51569983828404,"RBM15","tumor"
"1366",9.54303182025524,"RBM15","tumor"
"1367",8.43879185257826,"RBM15","tumor"
"1368",9.83289001416474,"RBM15","tumor"
"1369",8.52356195605701,"RBM15","tumor"
"1370",8.84549005094438,"RBM15","tumor"
"1371",9.20701432017753,"RBM15","tumor"
"1372",8.94544383637791,"RBM15","tumor"
"1373",9.12928301694497,"RBM15","tumor"
"1374",9.88264304936184,"RBM15","tumor"
"1375",9.1548181090521,"RBM15","tumor"
"1376",9.39874369193819,"RBM15","tumor"
"1377",8.67595703294175,"RBM15","tumor"
"1378",9.22881869049588,"RBM15","tumor"
"1379",9.49585502688717,"RBM15","tumor"
"1380",8.51569983828404,"RBM15","tumor"
"1381",9.33315535031062,"RBM15","tumor"
"1382",9.02236781302845,"RBM15","tumor"
"1383",8.60733031374961,"RBM15","tumor"
"1384",8.43045255166553,"RBM15","tumor"
"1385",9.54109661534952,"RBM15","tumor"
"1386",9.16239132875691,"RBM15","tumor"
"1387",9.33762190199251,"RBM15","tumor"
"1388",8.44294349584873,"RBM15","tumor"
"1389",9.15987133677839,"RBM15","tumor"
"1390",9.01959072835788,"RBM15","tumor"
"1391",8.59991284218713,"RBM15","tumor"
"1392",8.81378119121704,"RBM15","tumor"
"1393",9.67771964164101,"RBM15","tumor"
"1394",8.82336724004623,"RBM15","tumor"
"1395",8.72451385311995,"RBM15","tumor"
"1396",8.6582114827518,"RBM15","tumor"
"1397",8.92777796208234,"RBM15","tumor"
"1398",8.73809225962049,"RBM15","tumor"
"1399",8.51175265376738,"RBM15","tumor"
"1400",9.43462822763673,"RBM15","tumor"
"1401",9.07681559705083,"RBM15","tumor"
"1402",9.85174904141606,"RBM15","tumor"
"1403",8.51175265376738,"RBM15","tumor"
"1404",9.5018371849023,"RBM15","tumor"
"1405",8.66888498426625,"RBM15","tumor"
"1406",9.06069593168755,"RBM15","tumor"
"1407",9.00281501560705,"RBM15","tumor"
"1408",8.85798099512757,"RBM15","tumor"
"1409",8.62205181945638,"RBM15","tumor"
"1410",8.90989308377004,"RBM15","tumor"
"1411",9.16239132875691,"RBM15","tumor"
"1412",8.94836723158468,"RBM15","tumor"
"1413",9.34872815423108,"RBM15","tumor"
"1414",8.467605550083,"RBM15","tumor"
"1415",9.25974326369078,"RBM15","tumor"
"1416",8.94836723158468,"RBM15","tumor"
"1417",9.95855271543101,"RBM15","tumor"
"1418",8.96000193206808,"RBM15","tumor"
"1419",9.14720492494223,"RBM15","tumor"
"1420",9.5372184005386,"RBM15","tumor"
"1421",8.54303182025524,"RBM15","tumor"
"1422",10.0687782779854,"RBM15","tumor"
"1423",9.61102479730735,"RBM15","tumor"
"1424",9.28540221886225,"RBM15","tumor"
"1425",9.68123841177781,"RBM15","tumor"
"1426",8.5274770060604,"RBM15","tumor"
"1427",9.43879185257826,"RBM15","tumor"
"1428",9.10852445677817,"RBM15","tumor"
"1429",10.8795832496128,"RBM15","tumor"
"1430",8.99435343685886,"RBM15","tumor"
"1431",9.45327063401062,"RBM15","tumor"
"1432",8.51963625284321,"RBM15","tumor"
"1433",8.93663793900257,"RBM15","tumor"
"1434",9.17741953798924,"RBM15","tumor"
"1435",7.8703647195834,"RBM15","tumor"
"1436",9.38586240064146,"RBM15","tumor"
"1437",8.71080643369935,"RBM15","tumor"
"1438",9.20701432017753,"RBM15","tumor"
"1439",9.64745842645492,"RBM15","tumor"
"1440",9.01959072835788,"RBM15","tumor"
"1441",9.04712391211403,"RBM15","tumor"
"1442",9.0389189892923,"RBM15","tumor"
"1443",8.87958324961278,"RBM15","tumor"
"1444",9.93810932621924,"RBM15","tumor"
"1445",9.04984854945056,"RBM15","tumor"
"1446",9.90989308377004,"RBM15","tumor"
"1447",9.52160043972373,"RBM15","tumor"
"1448",9.23840473932508,"RBM15","tumor"
"1449",8.24317398347295,"RBM15","tumor"
"1450",9.19967234483636,"RBM15","tumor"
"1451",9.05528243550119,"RBM15","tumor"
"1452",9.67065624911844,"RBM15","tumor"
"1453",8.71080643369935,"RBM15","tumor"
"1454",8.29920801838728,"RBM15","tumor"
"1455",9.27612440527424,"RBM15","tumor"
"1456",8.79766152585376,"RBM15","tumor"
"1457",9.2807707701306,"RBM15","tumor"
"1458",8.85486838326024,"RBM15","tumor"
"1459",8.84235034341381,"RBM15","tumor"
"1460",9.39660478118186,"RBM15","tumor"
"1461",9.33539035469392,"RBM15","tumor"
"1462",8.87344411251538,"RBM15","tumor"
"1463",11.2318211786574,"RBM15","tumor"
"1464",8.82654848729091,"RBM15","tumor"
"1465",8.54689445988764,"RBM15","tumor"
"1466",8.53138146051631,"RBM15","control"
"1467",8.8008998999203,"RBM15","control"
"1468",8.73470962022584,"RBM15","control"
"1469",9.01680828768655,"RBM15","control"
"1470",8.85798099512757,"RBM15","control"
"1471",9.18487534290828,"RBM15","control"
"1472",9.27612440527424,"RBM15","control"
"1473",8.50382573799575,"RBM15","control"
"1474",8.43045255166553,"RBM15","control"
"1475",8.78135971352466,"RBM15","control"
"1476",8.5274770060604,"RBM15","control"
"1477",8.43879185257826,"RBM15","control"
"1478",8.35314682549808,"RBM15","control"
"1479",8.53138146051631,"RBM15","control"
"1480",8.94544383637791,"RBM15","control"
"1481",8.98868468677217,"RBM15","control"
"1482",8.7714894695006,"RBM15","control"
"1483",9.34429590791582,"RBM15","control"
"1484",8.83289001416474,"RBM15","control"
"1485",8.55842071326866,"RBM15","control"
"1486",9.27146302790437,"RBM15","control"
"1487",8.81057163474115,"RBM15","control"
"1488",8.54303182025524,"RBM15","control"
"1489",8.32192809488736,"RBM15","control"
"1490",8.81698362325538,"RBM15","control"
"1491",8.19475685442225,"RBM15","control"
"1492",9.04165915163721,"RBM15","control"
"1493",8.73470962022584,"RBM15","control"
"1494",8.81698362325538,"RBM15","control"
"1495",8.5352753766208,"RBM15","control"
"1496",8.90689059560852,"RBM15","control"
"1497",9.78463484555752,"RBM15","control"
"1498",8.5352753766208,"RBM15","control"
"1499",8.62205181945638,"RBM15","control"
"1500",9.2240016741981,"RBM15","control"
"1501",8.60733031374961,"RBM15","control"
"1502",9.27844945822048,"RBM15","control"
"1503",8.40087943628218,"RBM15","control"
"1504",9.23601419190008,"RBM15","control"
"1505",8.68999797141945,"RBM15","control"
"1506",8.83920378809694,"RBM15","control"
"1507",8.78463484555752,"RBM15","control"
"1508",8.53138146051631,"RBM15","control"
"1509",8.88874324889826,"RBM15","control"
"1510",9.21916852046216,"RBM15","control"
"1511",8.79766152585376,"RBM15","control"
"1512",8.90086680798075,"RBM15","control"
"1513",9.12153351734003,"RBM15","control"
"1514",8.78790255939143,"RBM15","control"
"1515",8.62935662007961,"RBM15","control"
"1516",9.33539035469392,"RBM15","control"
"1517",8.37503943134693,"RBM15","control"
"1518",8.4594316186373,"RBM15","control"
"1519",8.81378119121704,"RBM15","control"
"1520",8.51569983828404,"RBM15","control"
"1521",8.72109918870719,"RBM15","control"
"1522",9.15987133677839,"RBM15","control"
"1523",9.24317398347295,"RBM15","control"
"1524",8.89784545600551,"RBM15","control"
"1525",11.9192357860283,"ZC3H13","tumor"
"1526",11.5357613779867,"ZC3H13","tumor"
"1527",10.8360503550581,"ZC3H13","tumor"
"1528",11.0119260663068,"ZC3H13","tumor"
"1529",11.4283601727043,"ZC3H13","tumor"
"1530",12.1938333325465,"ZC3H13","tumor"
"1531",11.036860446673,"ZC3H13","tumor"
"1532",11.1922928144708,"ZC3H13","tumor"
"1533",11.4527560290325,"ZC3H13","tumor"
"1534",11.467605550083,"ZC3H13","tumor"
"1535",11.6151698138436,"ZC3H13","tumor"
"1536",11.3624918060461,"ZC3H13","tumor"
"1537",11.5112584955023,"ZC3H13","tumor"
"1538",11.8490140736948,"ZC3H13","tumor"
"1539",12.0831468708167,"ZC3H13","tumor"
"1540",11.8249587405285,"ZC3H13","tumor"
"1541",11.726643921484,"ZC3H13","tumor"
"1542",11.9893944998447,"ZC3H13","tumor"
"1543",11.7232343008934,"ZC3H13","tumor"
"1544",11.8313072438021,"ZC3H13","tumor"
"1545",11.3624918060461,"ZC3H13","tumor"
"1546",12.141787841671,"ZC3H13","tumor"
"1547",11.2021238238305,"ZC3H13","tumor"
"1548",12.2015113445001,"ZC3H13","tumor"
"1549",11.6719832720919,"ZC3H13","tumor"
"1550",11.967226258836,"ZC3H13","tumor"
"1551",11.7515440590891,"ZC3H13","tumor"
"1552",11.8141818841903,"ZC3H13","tumor"
"1553",11.2002856052243,"ZC3H13","tumor"
"1554",11.7972562175098,"ZC3H13","tumor"
"1555",11.283088353024,"ZC3H13","tumor"
"1556",12.062720767165,"ZC3H13","tumor"
"1557",11.5727002264873,"ZC3H13","tumor"
"1558",11.9625345635113,"ZC3H13","tumor"
"1559",10.2620948453702,"ZC3H13","tumor"
"1560",11.3498340914572,"ZC3H13","tumor"
"1561",10.9837061926593,"ZC3H13","tumor"
"1562",12.211279947482,"ZC3H13","tumor"
"1563",11.6379833037779,"ZC3H13","tumor"
"1564",11.5033288566267,"ZC3H13","tumor"
"1565",12.0457596613827,"ZC3H13","tumor"
"1566",11.8189815394324,"ZC3H13","tumor"
"1567",11.2330204264745,"ZC3H13","tumor"
"1568",10.4948555844912,"ZC3H13","tumor"
"1569",12.2796105810525,"ZC3H13","tumor"
"1570",10.9136374280491,"ZC3H13","tumor"
"1571",11.062720767165,"ZC3H13","tumor"
"1572",11.4491486453754,"ZC3H13","tumor"
"1573",10.8579809951276,"ZC3H13","tumor"
"1574",10.3553510964248,"ZC3H13","tumor"
"1575",12.5959567439432,"ZC3H13","tumor"
"1576",11.6133290543711,"ZC3H13","tumor"
"1577",11.5493033685136,"ZC3H13","tumor"
"1578",11.2726297849764,"ZC3H13","tumor"
"1579",11.9406806484241,"ZC3H13","tumor"
"1580",10.18982455888,"ZC3H13","tumor"
"1581",11.240791332162,"ZC3H13","tumor"
"1582",12.18982455888,"ZC3H13","tumor"
"1583",12.1065629404449,"ZC3H13","tumor"
"1584",11.852919585124,"ZC3H13","tumor"
"1585",11.2143191208008,"ZC3H13","tumor"
"1586",11.6728672764338,"ZC3H13","tumor"
"1587",11.5068034377956,"ZC3H13","tumor"
"1588",11.5420645422834,"ZC3H13","tumor"
"1589",12.2143191208008,"ZC3H13","tumor"
"1590",11.9589151560913,"ZC3H13","tumor"
"1591",11.5415806599912,"ZC3H13","tumor"
"1592",11.4283601727043,"ZC3H13","tumor"
"1593",11.3003525603282,"ZC3H13","tumor"
"1594",12.2937590096679,"ZC3H13","tumor"
"1595",10.9865531497567,"ZC3H13","tumor"
"1596",12.1873520732005,"ZC3H13","tumor"
"1597",11.3404064908533,"ZC3H13","tumor"
"1598",11.1799090900149,"ZC3H13","tumor"
"1599",11.6483575820097,"ZC3H13","tumor"
"1600",11.5910547740368,"ZC3H13","tumor"
"1601",11.586370695114,"ZC3H13","tumor"
"1602",12.0505289055306,"ZC3H13","tumor"
"1603",11.0714623625566,"ZC3H13","tumor"
"1604",10.5783726913608,"ZC3H13","tumor"
"1605",11.5053153561362,"ZC3H13","tumor"
"1606",11.7008731551403,"ZC3H13","tumor"
"1607",11.7189609119842,"ZC3H13","tumor"
"1608",11.6506030222153,"ZC3H13","tumor"
"1609",11.1254134704833,"ZC3H13","tumor"
"1610",11.0279059965699,"ZC3H13","tumor"
"1611",11.0161118382205,"ZC3H13","tumor"
"1612",11.6110247973074,"ZC3H13","tumor"
"1613",11.4522412404308,"ZC3H13","tumor"
"1614",11.6402449362223,"ZC3H13","tumor"
"1615",11.1548181090521,"ZC3H13","tumor"
"1616",11.5328429109613,"ZC3H13","tumor"
"1617",11.8583695998547,"ZC3H13","tumor"
"1618",11.3761253892762,"ZC3H13","tumor"
"1619",11.9325838692893,"ZC3H13","tumor"
"1620",11.5915223465707,"ZC3H13","tumor"
"1621",11.7838167593202,"ZC3H13","tumor"
"1622",11.8757493514201,"ZC3H13","tumor"
"1623",11.2143191208008,"ZC3H13","tumor"
"1624",12.5572243494544,"ZC3H13","tumor"
"1625",12.0728025345442,"ZC3H13","tumor"
"1626",11.1904420187828,"ZC3H13","tumor"
"1627",11.9151324489507,"ZC3H13","tumor"
"1628",11.2300204357056,"ZC3H13","tumor"
"1629",11.1548181090521,"ZC3H13","tumor"
"1630",11.8041310211833,"ZC3H13","tumor"
"1631",12.1052537797009,"ZC3H13","tumor"
"1632",12.2155329997457,"ZC3H13","tumor"
"1633",12.5166849493096,"ZC3H13","tumor"
"1634",11.2306209331299,"ZC3H13","tumor"
"1635",11.4173251176799,"ZC3H13","tumor"
"1636",11.8145824659063,"ZC3H13","tumor"
"1637",11.7448338374995,"ZC3H13","tumor"
"1638",11.6688849842662,"ZC3H13","tumor"
"1639",11.7594721212028,"ZC3H13","tumor"
"1640",11.8380220583045,"ZC3H13","tumor"
"1641",11.5406124082495,"ZC3H13","tumor"
"1642",11.4356702609366,"ZC3H13","tumor"
"1643",11.8641861446543,"ZC3H13","tumor"
"1644",12.2428763671664,"ZC3H13","tumor"
"1645",12.3091921069599,"ZC3H13","tumor"
"1646",11.4356702609366,"ZC3H13","tumor"
"1647",11.6375305515253,"ZC3H13","tumor"
"1648",12.2880008897076,"ZC3H13","tumor"
"1649",11.7364019313183,"ZC3H13","tumor"
"1650",11.0202855008446,"ZC3H13","tumor"
"1651",11.2015113445001,"ZC3H13","tumor"
"1652",10.4377520723236,"ZC3H13","tumor"
"1653",12.0488274133639,"ZC3H13","tumor"
"1654",11.5142209093581,"ZC3H13","tumor"
"1655",12.1642784383012,"ZC3H13","tumor"
"1656",12.3877481007113,"ZC3H13","tumor"
"1657",10.8344710499842,"ZC3H13","tumor"
"1658",11.8017083589165,"ZC3H13","tumor"
"1659",12.0296323280441,"ZC3H13","tumor"
"1660",11.9177450134432,"ZC3H13","tumor"
"1661",11.0701209444768,"ZC3H13","tumor"
"1662",11.7838167593202,"ZC3H13","tumor"
"1663",11.7739633684336,"ZC3H13","tumor"
"1664",11.0841440106151,"ZC3H13","tumor"
"1665",11.4512111118323,"ZC3H13","tumor"
"1666",11.0714623625566,"ZC3H13","tumor"
"1667",12.0791514054219,"ZC3H13","tumor"
"1668",11.0021117764799,"ZC3H13","tumor"
"1669",11.496853777388,"ZC3H13","tumor"
"1670",10.6741922681457,"ZC3H13","tumor"
"1671",11.3089078040639,"ZC3H13","tumor"
"1672",10.8788172846142,"ZC3H13","tumor"
"1673",11.4361909954814,"ZC3H13","tumor"
"1674",10.4706588740606,"ZC3H13","tumor"
"1675",12.0707918094231,"ZC3H13","tumor"
"1676",11.1401907031918,"ZC3H13","tumor"
"1677",11.7735513464285,"ZC3H13","tumor"
"1678",11.5569849575945,"ZC3H13","tumor"
"1679",10.6174674652942,"ZC3H13","tumor"
"1680",11.2934716488381,"ZC3H13","tumor"
"1681",12.270295326472,"ZC3H13","tumor"
"1682",12.3742244261237,"ZC3H13","tumor"
"1683",11.7673568541257,"ZC3H13","tumor"
"1684",11.4833119549994,"ZC3H13","tumor"
"1685",11.2848241002246,"ZC3H13","tumor"
"1686",12.1705510353167,"ZC3H13","tumor"
"1687",11.5727002264873,"ZC3H13","tumor"
"1688",10.2324209271761,"ZC3H13","tumor"
"1689",11.3581017074408,"ZC3H13","tumor"
"1690",12.0930873904442,"ZC3H13","tumor"
"1691",12.7609278136198,"ZC3H13","tumor"
"1692",11.8707500033461,"ZC3H13","tumor"
"1693",11.6266216523584,"ZC3H13","tumor"
"1694",11.0914353863236,"ZC3H13","tumor"
"1695",10.6054795180617,"ZC3H13","tumor"
"1696",11.8149829364268,"ZC3H13","tumor"
"1697",12.1363503414542,"ZC3H13","tumor"
"1698",11.8352609186275,"ZC3H13","tumor"
"1699",11.9102679558108,"ZC3H13","tumor"
"1700",12.1446582428319,"ZC3H13","tumor"
"1701",11.7636273517276,"ZC3H13","tumor"
"1702",11.5957236941016,"ZC3H13","tumor"
"1703",10.635718120331,"ZC3H13","tumor"
"1704",11.6648916692861,"ZC3H13","tumor"
"1705",12.0129736483745,"ZC3H13","tumor"
"1706",11.4522412404308,"ZC3H13","tumor"
"1707",11.2413873639989,"ZC3H13","tumor"
"1708",11.6054795180617,"ZC3H13","tumor"
"1709",10.9483672315847,"ZC3H13","tumor"
"1710",10.4696418172395,"ZC3H13","tumor"
"1711",13.7868821936647,"ZC3H13","tumor"
"1712",11.0126245388651,"ZC3H13","tumor"
"1713",11.402479172215,"ZC3H13","tumor"
"1714",10.7473538294781,"ZC3H13","tumor"
"1715",11.0566377151132,"ZC3H13","tumor"
"1716",12.1134166114859,"ZC3H13","tumor"
"1717",11.2644426002266,"ZC3H13","tumor"
"1718",9.89178370321831,"ZC3H13","tumor"
"1719",11.8982234712156,"ZC3H13","tumor"
"1720",10.3365065598103,"ZC3H13","tumor"
"1721",11.8109732200022,"ZC3H13","tumor"
"1722",12.1389117181427,"ZC3H13","tumor"
"1723",11.7086528356865,"ZC3H13","tumor"
"1724",11.3525952311343,"ZC3H13","tumor"
"1725",10.6865005271832,"ZC3H13","tumor"
"1726",11.6697708885255,"ZC3H13","tumor"
"1727",11.5873087283335,"ZC3H13","tumor"
"1728",11.1208858427878,"ZC3H13","tumor"
"1729",11.929258408637,"ZC3H13","tumor"
"1730",11.7064960180612,"ZC3H13","tumor"
"1731",12.1823943534045,"ZC3H13","tumor"
"1732",11.4817994316658,"ZC3H13","tumor"
"1733",12.3788367132106,"ZC3H13","tumor"
"1734",11.5186531556734,"ZC3H13","tumor"
"1735",10.8017083589165,"ZC3H13","tumor"
"1736",11.6899979714194,"ZC3H13","tumor"
"1737",11.6238814900135,"ZC3H13","tumor"
"1738",11.140829770773,"ZC3H13","tumor"
"1739",12.0694497674278,"ZC3H13","tumor"
"1740",11.4199601778479,"ZC3H13","tumor"
"1741",11.1996723448364,"ZC3H13","tumor"
"1742",11.6320864128352,"ZC3H13","tumor"
"1743",11.9801395776392,"ZC3H13","tumor"
"1744",11.4309751725881,"ZC3H13","tumor"
"1745",11.4747199465265,"ZC3H13","tumor"
"1746",12.4658214556438,"ZC3H13","tumor"
"1747",11.523561956057,"ZC3H13","tumor"
"1748",11.6402449362223,"ZC3H13","tumor"
"1749",10.7253662578956,"ZC3H13","tumor"
"1750",12.3597495603223,"ZC3H13","tumor"
"1751",11.4726908392428,"ZC3H13","tumor"
"1752",12.6259370995385,"ZC3H13","tumor"
"1753",11.5201275503249,"ZC3H13","tumor"
"1754",12.0623834918763,"ZC3H13","tumor"
"1755",12.017852331906,"ZC3H13","tumor"
"1756",11.7756102807595,"ZC3H13","tumor"
"1757",10.8153832958135,"ZC3H13","tumor"
"1758",12.2185632361903,"ZC3H13","tumor"
"1759",12.0426853722194,"ZC3H13","tumor"
"1760",11.5769566647061,"ZC3H13","tumor"
"1761",11.6746336617673,"ZC3H13","tumor"
"1762",12.5252760978671,"ZC3H13","tumor"
"1763",11.6995724532873,"ZC3H13","tumor"
"1764",12.0478055540076,"ZC3H13","tumor"
"1765",11.9061389961954,"ZC3H13","tumor"
"1766",11.7043359711823,"ZC3H13","tumor"
"1767",10.9571020415623,"ZC3H13","tumor"
"1768",11.4594316186373,"ZC3H13","tumor"
"1769",12.0437108633472,"ZC3H13","tumor"
"1770",11.9498267107591,"ZC3H13","tumor"
"1771",11.1953722074027,"ZC3H13","tumor"
"1772",10.967226258836,"ZC3H13","tumor"
"1773",11.6969675262343,"ZC3H13","tumor"
"1774",11.3020676725265,"ZC3H13","tumor"
"1775",11.0741414627525,"ZC3H13","tumor"
"1776",12.2002856052243,"ZC3H13","tumor"
"1777",11.9854861991046,"ZC3H13","tumor"
"1778",10.7448338374995,"ZC3H13","tumor"
"1779",11.6759570329417,"ZC3H13","tumor"
"1780",10.6293566200796,"ZC3H13","tumor"
"1781",11.0907740546408,"ZC3H13","tumor"
"1782",12.3815429511846,"ZC3H13","tumor"
"1783",12.4614794472862,"ZC3H13","tumor"
"1784",12.0063260785249,"ZC3H13","tumor"
"1785",11.6229669447905,"ZC3H13","tumor"
"1786",11.632995197143,"ZC3H13","tumor"
