"","Expression","gene","group"
"276",11.3592004851336,"METTL3","tumor"
"277",11.1344263202209,"METTL3","tumor"
"278",11.0313565962557,"METTL3","tumor"
"279",11.6821167649501,"METTL3","tumor"
"280",11.9240701855853,"METTL3","tumor"
"281",9.14720492494223,"METTL3","tumor"
"282",9.56605403817109,"METTL3","tumor"
"283",10.3376219019925,"METTL3","tumor"
"284",12.0063260785249,"METTL3","tumor"
"285",10.7047682393626,"METTL3","tumor"
"286",9.64024493622235,"METTL3","tumor"
"287",11.7103759712045,"METTL3","tumor"
"288",10.4655664048094,"METTL3","tumor"
"289",11.0940776856719,"METTL3","tumor"
"290",11.4660764613963,"METTL3","tumor"
"291",11.8021124185861,"METTL3","tumor"
"292",11.3292357417338,"METTL3","tumor"
"293",10.8368393597487,"METTL3","tumor"
"294",10.7764330324447,"METTL3","tumor"
"295",11.0341111460966,"METTL3","tumor"
"296",11.403544678202,"METTL3","tumor"
"297",11.2149261879424,"METTL3","tumor"
"298",10.4665863377192,"METTL3","tumor"
"299",10.5641494899857,"METTL3","tumor"
"300",9.48381577726426,"METTL3","tumor"
"301",10.4988492065317,"METTL3","tumor"
"302",11.2986354067342,"METTL3","tumor"
"303",11.3944626946103,"METTL3","tumor"
"304",11.1854949242109,"METTL3","tumor"
"305",11.5493033685136,"METTL3","tumor"
"306",11.2917462808339,"METTL3","tumor"
"307",10.7159619902551,"METTL3","tumor"
"308",10.9410476063406,"METTL3","tumor"
"309",9.84077792359505,"METTL3","tumor"
"310",10.9708249013626,"METTL3","tumor"
"311",10.4252159032994,"METTL3","tumor"
"312",11.3923174227788,"METTL3","tumor"
"313",10.1711767976518,"METTL3","tumor"
"314",12.4080643199147,"METTL3","tumor"
"315",10.0443941193585,"METTL3","tumor"
"316",10.7952279660287,"METTL3","tumor"
"317",10.4199601778479,"METTL3","tumor"
"318",10.7640422173066,"METTL3","tumor"
"319",10.6519486107234,"METTL3","tumor"
"320",10.6856248397264,"METTL3","tumor"
"321",12.4971033570169,"METTL3","tumor"
"322",11.3009244909763,"METTL3","tumor"
"323",10.0887882387169,"METTL3","control"
"324",10.2900188469326,"METTL3","control"
"325",10.3037807481771,"METTL3","control"
"326",10.4157417682901,"METTL3","control"
"327",10.3376219019925,"METTL3","control"
"328",10.3003525603282,"METTL3","control"
"329",10.5439984501345,"METTL3","control"
"330",9.876516946565,"METTL3","control"
"331",10.2900188469326,"METTL3","control"
"332",9.87344411251538,"METTL3","control"
"333",10.894059846274,"METTL3","control"
"334",9.85018683764577,"METTL3","control"
"335",10.2550285698187,"METTL3","control"
"336",10.4051414631363,"METTL3","control"
"337",10.4573808790725,"METTL3","control"
"338",10.5077946401987,"METTL3","control"
"339",10.5058115539196,"METTL3","control"
"340",9.96000193206808,"METTL3","control"
"341",10.6348110501717,"METTL3","control"
"342",9.98584193700334,"METTL3","control"
"343",10.1305705628054,"METTL3","control"
"344",10.5830827675029,"METTL3","control"
"345",10.471675214392,"METTL3","control"
"346",10.4136279290242,"METTL3","control"
"347",10.8703647195834,"METTL3","control"
"348",10.0701209444768,"METTL3","control"
"349",10.1861142395416,"METTL3","control"
"350",9.73301532168596,"METTL3","control"
"351",10.6483575820097,"METTL3","control"
"352",10.0741414627525,"METTL3","control"
"353",10.1686721181322,"METTL3","control"
"354",10.4908508767403,"METTL3","control"
"355",10.12153351734,"METTL3","control"
"356",10.4563544151083,"METTL3","control"
"357",10.298062567719,"METTL3","control"
"358",10.2082343583398,"METTL3","control"
"359",10.3376219019925,"METTL3","control"
"360",10.5459297690855,"METTL3","control"
"361",9.88417051910844,"METTL3","control"
"362",10.4898479604393,"METTL3","control"
"363",10.6555307231556,"METTL3","control"
"364",10.319672120947,"METTL3","control"
"365",11.0375469539622,"METTL3","control"
"366",10.4594316186373,"METTL3","control"
"367",10.5631962722167,"METTL3","control"
"368",10.1636496760158,"METTL3","control"
"369",10.1522848423066,"METTL3","control"
"370",10.4604558963096,"METTL3","control"
"371",10.2082343583398,"METTL3","control"
"372",10.240791332162,"METTL3","control"
"373",10.5896511465148,"METTL3","control"
"374",10.1085244567782,"METTL3","control"
"375",10.6384359139905,"METTL3","control"
"376",10.1996723448364,"METTL3","control"
"377",9.92777796208234,"METTL3","control"
"378",10.7681843247769,"METTL3","control"
"379",9.75988818322183,"METTL3","control"
"380",10.609178738142,"METTL3","control"
"381",10.0953970227926,"METTL3","control"
"382",9.68999797141945,"METTL14","tumor"
"383",10.1176431013891,"METTL14","tumor"
"384",9.40514146313634,"METTL14","tumor"
"385",10.0593444608244,"METTL14","tumor"
"386",10.0168082876866,"METTL14","tumor"
"387",10.3253054550897,"METTL14","tumor"
"388",9.66888498426625,"METTL14","tumor"
"389",9.63843591399047,"METTL14","tumor"
"390",10.0887882387169,"METTL14","tumor"
"391",9.65999589242998,"METTL14","tumor"
"392",10.0606959316876,"METTL14","tumor"
"393",10.6137894644726,"METTL14","tumor"
"394",9.65463602852797,"METTL14","tumor"
"395",9.99435343685886,"METTL14","tumor"
"396",10.0861362250273,"METTL14","tumor"
"397",10.270295326472,"METTL14","tumor"
"398",10.0126245388651,"METTL14","tumor"
"399",9.61654884377899,"METTL14","tumor"
"400",9.78953364497036,"METTL14","tumor"
"401",9.98726401207254,"METTL14","tumor"
"402",10.2264121927888,"METTL14","tumor"
"403",10.211888294546,"METTL14","tumor"
"404",9.7515440590891,"METTL14","tumor"
"405",10.2796105810525,"METTL14","tumor"
"406",10.0579917227592,"METTL14","tumor"
"407",10.0566377151132,"METTL14","tumor"
"408",10.3597495603223,"METTL14","tumor"
"409",10.0620461377205,"METTL14","tumor"
"410",10.3353903546939,"METTL14","tumor"
"411",9.63299519714296,"METTL14","tumor"
"412",9.51175265376738,"METTL14","tumor"
"413",10.2502984179063,"METTL14","tumor"
"414",9.94836723158468,"METTL14","tumor"
"415",10.3420746679991,"METTL14","tumor"
"416",9.64024493622235,"METTL14","tumor"
"417",9.92925840863697,"METTL14","tumor"
"418",9.56414948998573,"METTL14","tumor"
"419",10.283088353024,"METTL14","tumor"
"420",9.99435343685886,"METTL14","tumor"
"421",9.65642486327778,"METTL14","tumor"
"422",9.98013957763916,"METTL14","tumor"
"423",10.1984450414524,"METTL14","tumor"
"424",10.1497471195047,"METTL14","tumor"
"425",9.53915881110803,"METTL14","tumor"
"426",9.83920378809694,"METTL14","tumor"
"427",10.4878400338231,"METTL14","tumor"
"428",9.92481250360578,"METTL14","tumor"
"429",10.5107641679179,"METTL14","tumor"
"430",9.74483383749955,"METTL14","tumor"
"431",9.31061278165953,"METTL14","tumor"
"432",10.3275526440812,"METTL14","tumor"
"433",10.0042204663182,"METTL14","tumor"
"434",10.1686721181322,"METTL14","tumor"
"435",9.57175264350355,"METTL14","tumor"
"436",10.0887882387169,"METTL14","tumor"
"437",9.75655632252409,"METTL14","tumor"
"438",9.95128471496697,"METTL14","tumor"
"439",10.1922928144708,"METTL14","tumor"
"440",10.3431857154479,"METTL14","tumor"
"441",10.1279943209764,"METTL14","tumor"
"442",10.0620461377205,"METTL14","tumor"
"443",9.84862294042934,"METTL14","tumor"
"444",10.403012023575,"METTL14","tumor"
"445",9.95564990752837,"METTL14","tumor"
"446",10.5008418795569,"METTL14","tumor"
"447",10.129283016945,"METTL14","tumor"
"448",9.55842071326866,"METTL14","tumor"
"449",10.2288186904959,"METTL14","tumor"
"450",9.74986942739684,"METTL14","tumor"
"451",10.4125698468052,"METTL14","tumor"
"452",10.1761731491075,"METTL14","tumor"
"453",10.1686721181322,"METTL14","tumor"
"454",10.120237877342,"METTL14","tumor"
"455",10.1799090900149,"METTL14","tumor"
"456",10.0457596613827,"METTL14","tumor"
"457",10.3353903546939,"METTL14","tumor"
"458",10.0416591516372,"METTL14","tumor"
"459",10.5038257379958,"METTL14","tumor"
"460",10.7347096202258,"METTL14","tumor"
"461",9.35314682549808,"METTL14","tumor"
"462",10.2934716488381,"METTL14","tumor"
"463",10.0728025345442,"METTL14","tumor"
"464",10.2033480029798,"METTL14","tumor"
"465",10.3663222142458,"METTL14","tumor"
"466",9.78463484555752,"METTL14","tumor"
"467",9.73809225962049,"METTL14","tumor"
"468",10.2691266791494,"METTL14","tumor"
"469",10.1623913287569,"METTL14","tumor"
"470",9.83130724380205,"METTL14","tumor"
"471",9.59618975614441,"METTL14","tumor"
"472",9.56414948998573,"METTL14","tumor"
"473",10.3003525603282,"METTL14","tumor"
"474",9.93516504960369,"METTL14","tumor"
"475",9.55842071326866,"METTL14","tumor"
"476",10.4210128557792,"METTL14","tumor"
"477",10.3264294871223,"METTL14","tumor"
"478",10.3014961949825,"METTL14","tumor"
"479",10.8033239190415,"METTL14","tumor"
"480",9.86573327085176,"METTL14","tumor"
"481",10.0457596613827,"METTL14","tumor"
"482",10.0606959316876,"METTL14","tumor"
"483",9.7431513941125,"METTL14","tumor"
"484",10.2191685204622,"METTL14","tumor"
"485",10.6174674652942,"METTL14","tumor"
"486",9.91288933622996,"METTL14","tumor"
"487",10.6064052126978,"METTL14","tumor"
"488",10.4136279290242,"METTL14","tumor"
"489",10.4737057496194,"METTL14","tumor"
"490",10.0768155970508,"METTL14","tumor"
"491",9.91438513215544,"METTL14","tumor"
"492",9.71424551766612,"METTL14","tumor"
"493",10.4241662888181,"METTL14","tumor"
"494",10.1598713367784,"METTL14","tumor"
"495",9.97010589061218,"METTL14","tumor"
"496",9.8073549220576,"METTL14","tumor"
"497",9.41574176829009,"METTL14","tumor"
"498",9.82654848729091,"METTL14","tumor"
"499",9.94397991434374,"METTL14","tumor"
"500",10.0980320829605,"METTL14","tumor"
"501",10.2033480029798,"METTL14","tumor"
"502",10.3026389237876,"METTL14","tumor"
"503",10.2502984179063,"METTL14","tumor"
"504",9.4594316186373,"METTL14","tumor"
"505",10.3442959079158,"METTL14","tumor"
"506",10.3230547603416,"METTL14","tumor"
"507",9.79603960882977,"METTL14","tumor"
"508",10.2796105810525,"METTL14","tumor"
"509",9.80251636512122,"METTL14","tumor"
"510",10.1446582428319,"METTL14","tumor"
"511",9.14974711950468,"METTL14","tumor"
"512",10.3398500028846,"METTL14","tumor"
"513",10.0701209444768,"METTL14","tumor"
"514",9.43045255166553,"METTL14","tumor"
"515",10.3387363825739,"METTL14","tumor"
"516",9.24792751344359,"METTL14","tumor"
"517",9.56224242422107,"METTL14","tumor"
"518",10.3442959079158,"METTL14","tumor"
"519",10.2888660741658,"METTL14","tumor"
"520",10.0741414627525,"METTL14","tumor"
"521",10.2155329997457,"METTL14","tumor"
"522",9.28771237954945,"METTL14","tumor"
"523",9.98868468677217,"METTL14","tumor"
"524",10.5264992391366,"METTL14","tumor"
"525",10.5018371849023,"METTL14","tumor"
"526",10.4512111118323,"METTL14","tumor"
"527",9.35755200461808,"METTL14","tumor"
"528",10.4491486453754,"METTL14","tumor"
"529",9.66533591718518,"METTL14","tumor"
"530",9.44914864537544,"METTL14","tumor"
"531",10.2761244052742,"METTL14","tumor"
"532",10.0674343607565,"METTL14","tumor"
"533",10.1189410727235,"METTL14","tumor"
"534",10.0251395622785,"METTL14","tumor"
"535",10.3685064615077,"METTL14","tumor"
"536",9.83289001416474,"METTL14","tumor"
"537",10.410451351504,"METTL14","tumor"
"538",9.87344411251538,"METTL14","tumor"
"539",10.2514824106202,"METTL14","tumor"
"540",9.63117705570398,"METTL14","tumor"
"541",10.0320457269308,"METTL14","tumor"
"542",9.65105169117893,"METTL14","tumor"
"543",9.28771237954945,"METTL14","tumor"
"544",9.98156728190301,"METTL14","tumor"
"545",8.62935662007961,"METTL14","tumor"
"546",9.7279204545632,"METTL14","tumor"
"547",10.2008986050384,"METTL14","tumor"
"548",10.1085244567782,"METTL14","tumor"
"549",9.91737207947684,"METTL14","tumor"
"550",10.4439795426013,"METTL14","tumor"
"551",9.66355810421727,"METTL14","tumor"
"552",9.89935692292311,"METTL14","tumor"
"553",10.3365065598103,"METTL14","tumor"
"554",9.99717948093762,"METTL14","tumor"
"555",9.62753388447279,"METTL14","tumor"
"556",10.1472049249422,"METTL14","tumor"
"557",9.78299820892041,"METTL14","tumor"
"558",9.58308276750293,"METTL14","tumor"
"559",9.69348695749933,"METTL14","tumor"
"560",10.1176431013891,"METTL14","tumor"
"561",10.1786648510065,"METTL14","tumor"
"562",10.4335854411505,"METTL14","tumor"
"563",10.3309168781146,"METTL14","tumor"
"564",10.103287808412,"METTL14","tumor"
"565",10.380461065089,"METTL14","tumor"
"566",10.3509391815464,"METTL14","tumor"
"567",9.86418614465428,"METTL14","tumor"
"568",10.2131042196419,"METTL14","tumor"
"569",9.74986942739684,"METTL14","tumor"
"570",10.5651020783603,"METTL14","tumor"
"571",9.61654884377899,"METTL14","tumor"
"572",10.2443638351205,"METTL14","tumor"
"573",10.4645457503339,"METTL14","tumor"
"574",9.72962074355304,"METTL14","tumor"
"575",9.83289001416474,"METTL14","tumor"
"576",10.2550285698187,"METTL14","tumor"
"577",9.92481250360578,"METTL14","tumor"
"578",10.0794847838268,"METTL14","tumor"
"579",10.2888660741658,"METTL14","tumor"
"580",10.5849625007212,"METTL14","tumor"
"581",9.97871045910636,"METTL14","tumor"
"582",9.82813648419411,"METTL14","tumor"
"583",10.4429434958487,"METTL14","tumor"
"584",10.211888294546,"METTL14","tumor"
"585",10.1267044728432,"METTL14","tumor"
"586",10.0781508077346,"METTL14","tumor"
"587",9.56605403817109,"METTL14","tumor"
"588",9.86727873970966,"METTL14","tumor"
"589",9.80413102118332,"METTL14","tumor"
"590",9.41574176829009,"METTL14","tumor"
"591",9.81217730551445,"METTL14","tumor"
"592",10.3695973462787,"METTL14","tumor"
"593",9.98013957763916,"METTL14","tumor"
"594",10.1761731491075,"METTL14","tumor"
"595",10.0768155970508,"METTL14","tumor"
"596",10.2934716488381,"METTL14","tumor"
"597",10.2992080183873,"METTL14","tumor"
"598",10.2143191208008,"METTL14","tumor"
"599",10.1395513523988,"METTL14","tumor"
"600",10.5468944598876,"METTL14","tumor"
"601",9.87190523765919,"METTL14","tumor"
"602",10.0901124196643,"METTL14","tumor"
"603",9.51569983828404,"METTL14","tumor"
"604",10.0484868739923,"METTL14","tumor"
"605",9.9915218460757,"METTL14","tumor"
"606",9.93221475196838,"METTL14","tumor"
"607",9.98726401207254,"METTL14","tumor"
"608",10.3003525603282,"METTL14","tumor"
"609",10.2021238238305,"METTL14","tumor"
"610",10.1085244567782,"METTL14","tumor"
"611",9.63843591399047,"METTL14","tumor"
"612",9.83289001416474,"METTL14","tumor"
"613",10.1649069266757,"METTL14","tumor"
"614",9.97871045910636,"METTL14","tumor"
"615",10.1611318829843,"METTL14","tumor"
"616",10.0674343607565,"METTL14","tumor"
"617",9.94982671075911,"METTL14","tumor"
"618",10.047123912114,"METTL14","tumor"
"619",9.80413102118332,"METTL14","tumor"
"620",9.25029841790633,"METTL14","tumor"
"621",10.2667865406949,"METTL14","tumor"
"622",9.35974956032233,"METTL14","tumor"
"623",9.94544383637791,"METTL14","tumor"
"624",9.47370574961942,"METTL14","tumor"
"625",9.71080643369935,"METTL14","tumor"
"626",10.3253054550897,"METTL14","tumor"
"627",10.2877123795494,"METTL14","tumor"
"628",10.0279059965699,"METTL14","tumor"
"629",10.0927571409199,"METTL14","tumor"
"630",9.76487159073609,"METTL14","tumor"
"631",9.14465824283188,"METTL14","tumor"
"632",9.80574387215162,"METTL14","tumor"
"633",10.2854022188622,"METTL14","tumor"
"634",9.99859042974533,"METTL14","tumor"
"635",10.4252159032994,"METTL14","tumor"
"636",10.1267044728432,"METTL14","tumor"
"637",9.45327063401062,"METTL14","tumor"
"638",10.5313814605163,"METTL14","tumor"
"639",10.2691266791494,"METTL14","tumor"
"640",9.8811139606751,"METTL14","tumor"
"641",10.2656150464845,"METTL14","tumor"
